Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),words_frequency,ASCII Sum,Has Duplicate Letters,letter_frequency_mul,letter_frequency_sum,Letter Frequency Sum
2022/10/13,481,equal,27197,2677,0,5,23,35,25,11,2,6.84E-05,536,FALSE,1.01224385,0.27747,0
2022/10/12,480,ionic,29151,2947,0,2,13,25,28,21,11,5.00E-06,530,TRUE,1.22216025,0.3097,0
2022/10/11,479,valid,28575,2752,0,4,28,38,21,8,1,2.21E-05,528,FALSE,1.008483777,0.24389,0
2022/10/10,478,enjoy,26878,2654,0,3,12,29,33,20,3,4.21E-05,549,FALSE,1.047127548,0.29085,0
2022/10/9,477,howdy,28408,2668,0,2,13,32,32,17,4,3.80E-07,555,FALSE,0.959497374,0.22188,0
2022/10/8,476,vigor,26905,2642,0,2,15,35,31,14,2,2.36E-06,551,FALSE,0.970163563,0.23453,0
2022/10/7,475,dandy,29026,2840,0,2,11,23,29,24,11,1.30E-06,528,TRUE,1.056902982,0.25396,0
2022/10/6,474,sloth,32522,2987,1,10,38,34,13,3,0,8.07E-07,554,FALSE,1.278719765,0.33009,0
2022/10/4,472,bough,32014,3060,0,3,17,35,28,13,3,9.06E-07,533,FALSE,0.873306387,0.19866,0
2022/10/3,471,sting,32288,2969,1,10,30,33,18,8,2,4.37E-06,549,FALSE,1.209478513,0.31113,0
2022/10/2,470,twine,30088,2775,0,6,28,40,20,5,1,1.08E-06,551,FALSE,1.349691686,0.37833,0
2022/10/1,469,leave,28202,2696,0,4,16,34,31,12,1,0.000159264,525,TRUE,1.303248332,0.38574,0
2022/9/30,468,scorn,31223,2859,0,8,31,35,20,6,1,3.79E-06,549,FALSE,1.181835869,0.29352,0
2022/9/29,467,scald,30477,2829,0,4,23,36,24,11,2,2.45E-07,519,FALSE,1.07118165,0.25554,0
2022/9/28,466,usurp,31355,3007,0,3,21,38,26,9,1,5.60E-07,575,TRUE,0.890773213,0.19759,0
2022/9/27,465,soggy,30985,2888,0,2,18,38,28,11,2,9.39E-07,553,TRUE,0.871190631,0.19838,0
2022/9/26,464,brisk,31706,2884,0,5,23,38,24,7,1,2.86E-06,539,FALSE,0.907582081,0.21544,0
2022/9/25,463,admit,28994,2677,0,10,25,34,22,8,1,2.82E-05,527,FALSE,1.199804268,0.30848,0
2022/9/24,462,grate,32777,3077,1,14,29,28,16,8,3,2.00E-06,531,FALSE,1.343770387,0.37927,0
2022/9/23,461,glory,31509,2893,0,6,30,39,19,5,0,2.79E-05,557,FALSE,0.935468558,0.21508,0
2022/9/22,460,saint,34455,3119,1,14,35,29,15,5,1,2.56E-05,543,FALSE,1.391131485,0.37265,0
2022/9/21,459,recap,31976,2900,0,5,30,35,21,8,1,7.43E-07,523,FALSE,1.17011736,0.31567,0
2022/9/20,458,alike,31277,2843,0,6,20,33,27,12,2,1.42E-05,518,FALSE,1.181747866,0.32632,0
2022/9/19,457,trice,35050,3430,0,5,24,25,18,17,11,3.00E-07,535,FALSE,1.346610793,0.37493,0
2022/9/18,456,stick,33102,3038,1,9,36,35,14,4,0,2.81E-05,542,FALSE,1.031430112,0.25903,0
2022/9/17,455,chute,33418,3073,0,11,37,36,12,3,0,1.16E-06,537,FALSE,1.224530606,0.33392,0
2022/9/16,454,parer,37309,4130,0,0,4,11,15,22,48,3.10E-08,538,TRUE,1.269544318,0.34772,0
2022/9/15,453,doubt,33344,3011,1,12,32,34,16,4,0,7.29E-05,542,FALSE,1.021346523,0.25066,0
2022/9/14,452,thyme,32142,2938,1,5,24,41,23,5,0,2.43E-06,551,FALSE,1.179051681,0.32232,0
2022/9/13,451,alpha,29497,2706,0,3,19,40,28,9,1,1.24E-05,518,TRUE,1.132730513,0.28382,0
2022/9/12,450,booze,29147,2883,0,1,7,27,38,23,4,1.91E-06,543,TRUE,1.037198217,0.29282,0
2022/9/11,449,tibia,27887,2675,0,1,14,40,30,12,2,1.40E-06,521,TRUE,1.234942055,0.32647,0
2022/9/10,448,lofty,29237,2777,0,4,19,34,27,13,3,4.62E-06,558,FALSE,1.014832572,0.2479,0
2022/9/9,447,theme,32172,2909,0,8,29,40,18,4,0,2.57E-05,531,TRUE,1.445391643,0.4296,0
2022/9/8,446,class,31962,3001,0,4,21,32,22,13,7,0.000162074,534,TRUE,1.129403847,0.27628,0
2022/9/7,445,leery,30992,2873,0,3,17,37,28,12,2,3.29E-07,545,TRUE,1.297773768,0.3739,0
2022/9/6,444,taunt,32734,3022,0,4,19,27,21,16,13,1.02E-06,556,TRUE,1.328088811,0.35786,0
2022/9/5,443,whoop,32733,2970,0,1,16,47,29,7,1,8.11E-07,557,TRUE,1.044283758,0.25397,0
2022/9/4,442,inter,32018,2889,0,6,25,36,23,8,1,1.82E-05,546,FALSE,1.465325362,0.4146,0
2022/9/3,441,gully,31191,2877,0,1,9,27,31,25,7,1.28E-06,557,TRUE,0.741266534,0.14797,0
2022/9/2,440,charm,35724,3149,1,12,32,34,16,5,1,1.02E-05,523,FALSE,1.057477308,0.25436,0
2022/9/1,439,fungi,31903,2928,0,2,18,41,28,9,1,5.22E-06,537,FALSE,0.908873282,0.20716,0
2022/8/31,438,prize,35343,3166,0,5,12,20,32,26,5,1.43E-05,554,FALSE,1.006627686,0.27658,0
2022/8/30,437,onset,33660,3009,0,4,29,40,21,6,1,1.51E-05,553,FALSE,1.486787329,0.42341,0
2022/8/29,436,chief,34281,3072,1,6,32,38,18,5,0,6.50E-05,511,FALSE,1.157885993,0.30772,0
2022/8/28,435,gauze,30214,2866,0,2,11,24,31,25,8,1.72E-06,540,FALSE,0.937355268,0.25716,0
2022/8/27,434,ruder,31241,2784,0,2,16,33,29,16,4,1.72E-07,546,TRUE,1.201119918,0.31687,0
2022/8/26,433,irony,34716,3046,0,6,29,34,21,8,1,7.75E-06,561,FALSE,1.165629581,0.29183,0
2022/8/25,432,clown,36737,3175,1,8,29,36,20,6,1,2.57E-06,547,FALSE,1.000793297,0.23423,0
2022/8/24,431,needy,33700,2927,0,2,21,41,26,9,1,3.53E-06,533,TRUE,1.324248078,0.3838,0
2022/8/23,430,woven,33549,2933,0,2,13,32,32,17,3,5.16E-06,559,FALSE,1.113886654,0.30296,0
2022/8/22,429,merit,35888,3123,0,7,33,37,17,5,0,9.97E-06,545,FALSE,1.332220342,0.37117,0
2022/8/21,428,waste,35617,3186,1,7,19,27,24,17,5,4.20E-05,548,FALSE,1.366592532,0.38612,0
2022/8/20,427,treat,38245,3249,1,22,32,26,14,5,1,3.40E-05,544,TRUE,1.544052689,0.44968,0
2022/8/19,426,shrug,33965,2987,0,4,23,36,26,10,1,5.19E-06,553,FALSE,0.997515237,0.23181,0
2022/8/18,425,twang,34938,3172,0,3,22,43,25,7,1,4.47E-07,545,FALSE,1.112495299,0.28347,0
2022/8/17,424,twice,35815,3173,1,6,28,38,21,6,1,3.77E-05,540,FALSE,1.230977117,0.33866,0
2022/8/16,423,gruel,35105,3087,0,3,19,39,29,9,1,4.17E-07,543,FALSE,1.064246395,0.27487,0
2022/8/15,422,poker,35376,3180,0,4,17,30,27,17,5,3.47E-06,545,FALSE,1.065797173,0.28897,0
2022/8/14,421,khaki,31652,2968,0,2,17,33,28,16,4,1.32E-06,520,TRUE,0.917227054,0.22771,0
2022/8/13,420,hunky,35276,3185,0,1,11,33,25,22,7,2.74E-07,559,FALSE,0.817289078,0.18347,0
2022/8/12,419,label,34198,3076,0,4,18,32,29,15,2,1.89E-05,512,TRUE,1.136902423,0.30411,0
2022/8/11,418,glean,37301,3243,0,6,23,37,24,8,1,8.63E-07,519,FALSE,1.235822619,0.33658,0
2022/8/10,417,cling,37654,3312,0,4,20,34,27,13,2,3.43E-06,525,FALSE,0.974047179,0.22537,0
2022/8/9,416,patty,36223,3019,0,2,16,39,29,12,1,3.34E-06,562,TRUE,1.144395314,0.30182,0
2022/8/8,415,unfit,35516,3187,0,3,24,38,25,9,1,2.29E-06,550,FALSE,1.109155584,0.27757,0
2022/8/7,414,smear,36223,3190,0,2,16,39,29,12,2,2.32E-06,536,FALSE,1.297813319,0.35589,0
2022/8/6,413,alien,38841,3395,3,17,31,29,15,4,0,1.28E-05,521,FALSE,1.390056132,0.38609,0
2022/8/5,412,buggy,37350,3428,0,1,9,29,34,22,5,2.06E-06,542,TRUE,0.572179998,0.10254,0
2022/8/4,411,rhyme,37229,3336,0,4,22,39,25,8,1,3.21E-06,549,FALSE,1.108456202,0.29163,0
2022/8/3,410,youth,38381,3327,1,5,17,31,29,15,3,5.32E-05,569,FALSE,1.094857262,0.27389,0
2022/8/2,409,coyly,34909,3380,0,0,4,17,28,35,15,4.25E-07,560,TRUE,0.834317484,0.18262,0
2022/8/1,408,quart,36662,3303,0,5,20,33,27,13,2,1.81E-06,557,FALSE,1.004550205,0.26063,0
2022/7/31,407,cramp,39250,3369,1,8,26,33,19,10,2,8.17E-07,531,FALSE,0.921370927,0.21271,0
2022/7/30,406,bluff,37353,3171,0,2,14,42,31,10,1,3.25E-06,527,TRUE,0.664488107,0.12731,0
2022/7/29,405,upset,37791,3213,0,5,30,38,20,6,1,1.93E-05,561,FALSE,1.196620181,0.32772,0
2022/7/28,404,stomp,40650,3490,0,7,26,32,21,11,2,7.95E-07,563,FALSE,1.085435873,0.27225,0
2022/7/27,403,motto,38384,3285,0,1,11,36,36,14,1,2.92E-06,563,TRUE,1.317819427,0.35532,0
2022/7/26,402,cinch,39171,3507,0,2,15,24,22,25,13,3.41E-07,517,TRUE,1.063735911,0.25373,0
2022/7/25,401,elope,39228,3339,0,4,22,32,26,13,2,2.62E-07,533,TRUE,1.333106953,0.38865,0
2022/7/24,400,power,39813,3401,2,6,19,29,24,15,4,0.000336467,557,FALSE,1.139184153,0.30485,0
2022/7/23,399,midge,36769,3111,0,2,18,39,28,10,2,4.29E-07,518,FALSE,1.08248484,0.28342,0
2022/7/22,398,tryst,43099,3665,0,3,26,41,23,6,1,4.52E-07,582,TRUE,1.234515577,0.324,0
2022/7/21,397,aphid,39086,3367,0,6,24,36,23,9,2,4.01E-07,518,FALSE,1.112497754,0.27409,0
2022/7/20,396,trite,42237,3685,0,4,14,22,22,23,15,5.52E-07,552,TRUE,1.51663323,0.43767,0
2022/7/19,395,angry,39667,3358,0,5,27,38,21,7,1,4.06E-05,545,FALSE,1.026122557,0.24892,0
2022/7/18,394,flock,42574,3548,0,4,22,37,27,9,1,6.20E-06,527,FALSE,0.787200417,0.17314,0
2022/7/17,393,wacky,39611,3345,0,3,18,39,27,10,2,3.56E-07,543,FALSE,0.732440479,0.16055,0
2022/7/16,392,roomy,38769,3280,0,2,17,41,28,10,2,4.43E-07,566,TRUE,1.04521753,0.25381,0
2022/7/15,391,wedge,39234,3353,0,2,11,32,37,17,2,4.07E-06,524,TRUE,1.191050907,0.34032,0
2022/7/14,390,liver,40549,3388,0,4,16,26,25,20,8,2.45E-05,546,FALSE,1.140899851,0.30658,0
2022/7/13,389,bland,46246,3727,0,7,31,38,18,4,0,2.97E-06,513,FALSE,1.02844771,0.24686,0
2022/7/12,388,night,46910,3870,1,8,27,27,17,13,7,0.000260386,538,FALSE,1.203498483,0.3088,0
2022/7/11,387,madam,40545,3430,0,3,13,35,34,14,2,7.33E-06,512,TRUE,1.042810838,0.25399,0
2022/7/10,386,berth,41785,3494,0,7,24,35,24,9,1,1.71E-06,533,FALSE,1.271600519,0.35331,0
2022/7/9,385,stead,47094,3933,1,6,20,27,28,16,3,2.43E-06,529,FALSE,1.432773009,0.40505,0
2022/7/8,384,voice,42806,3484,1,5,24,35,25,9,1,0.00020779,534,FALSE,1.13535245,0.30935,0
2022/7/7,383,agape,43407,3671,0,2,18,36,27,15,3,1.09E-06,510,TRUE,1.191823643,0.3298,0
2022/7/6,382,fluff,47344,4049,0,0,4,25,44,23,4,8.64E-07,531,TRUE,0.696249328,0.13467,0
2022/7/5,381,field,44578,3604,1,6,25,36,23,9,1,0.000157935,516,FALSE,1.148430885,0.30174,0
2022/7/4,380,sever,42645,3591,0,2,13,27,29,21,7,1.22E-06,549,TRUE,1.316691081,0.38696,0
2022/7/3,379,lilac,40486,3461,0,2,17,38,29,12,1,1.20E-06,517,TRUE,1.079772642,0.25965,0
2022/7/2,378,egret,41765,3515,0,3,14,33,33,15,2,1.83E-07,535,TRUE,1.426733261,0.42462,0
2022/7/1,377,pinto,47248,3792,0,5,25,41,22,6,1,1.58E-06,554,FALSE,1.234318585,0.32207,0
2022/6/30,376,hutch,44212,3758,0,1,12,28,28,21,9,5.89E-07,540,TRUE,1.092390551,0.26784,0
2022/6/29,375,gawky,45645,3957,0,1,5,22,33,28,10,1.55E-07,547,FALSE,0.702180614,0.15288,0
2022/6/28,374,droll,47312,3844,0,2,16,31,31,17,3,5.97E-07,541,TRUE,1.090473223,0.25797,0
2022/6/27,373,retro,47986,3848,0,6,24,35,24,9,1,1.09E-06,556,TRUE,1.458730721,0.41239,0
2022/6/26,372,rusty,50450,3954,0,9,37,34,13,5,1,4.39E-06,583,FALSE,1.063597632,0.26102,0
2022/6/25,371,beady,46089,3670,0,3,19,39,29,10,1,5.60E-07,517,FALSE,1.069318082,0.28588,0
2022/6/24,370,smite,50617,3991,0,6,23,35,24,11,2,1.01E-06,546,FALSE,1.340989339,0.37457,0
2022/6/23,369,brink,53111,4118,0,4,22,41,24,7,1,3.47E-06,534,FALSE,0.918100693,0.21966,0
2022/6/22,368,awful,47645,3861,0,5,21,33,27,12,2,1.58E-05,543,FALSE,0.874418379,0.19538,0
2022/6/21,367,gloat,53342,4194,0,8,21,31,26,12,2,3.88E-07,535,FALSE,1.189441124,0.3077,0
2022/6/20,366,input,50484,3950,0,5,30,38,21,6,1,4.18E-05,560,FALSE,1.09675646,0.27458,0
2022/6/19,365,loser,55359,4399,1,10,28,32,19,8,2,2.28E-06,549,FALSE,1.340264341,0.36548,0
2022/6/18,364,cacao,47205,4101,0,1,9,27,36,23,4,9.79E-07,503,TRUE,1.158284599,0.29405,0
2022/6/17,363,blown,54665,4251,0,6,23,35,26,10,1,9.05E-06,546,FALSE,0.947540744,0.22133,0
2022/6/16,362,apron,53430,4112,0,7,30,38,19,5,1,4.06E-06,544,FALSE,1.191142565,0.30339,0
2022/6/15,361,primo,55989,4391,0,3,22,38,25,10,2,9.94E-07,551,FALSE,1.030618086,0.24795,0
2022/6/14,360,atone,59968,4762,2,16,34,29,14,4,1,8.43E-07,535,FALSE,1.52998448,0.44181,0
2022/6/13,359,donor,53802,4142,0,3,27,38,23,7,1,9.93E-06,546,TRUE,1.260280291,0.32003,0
2022/6/12,358,float,56684,4323,1,12,30,32,18,6,1,6.62E-06,534,FALSE,1.198209659,0.30983,0
2022/6/11,357,goose,51958,4087,0,2,12,28,32,21,5,4.84E-06,541,TRUE,1.304457076,0.36058,0
2022/6/10,356,piety,55376,4324,0,4,25,41,22,7,1,4.74E-06,555,FALSE,1.181309399,0.32627,0
2022/6/9,355,girth,60020,4665,0,6,23,33,23,12,3,9.84E-07,542,FALSE,1.184210873,0.30118,0
2022/6/8,354,trait,61026,4607,0,6,22,35,24,11,2,7.85E-06,548,TRUE,1.433670356,0.39232,0
2022/6/7,353,flood,58991,4440,0,3,20,40,28,8,1,1.56E-05,532,TRUE,1.063434492,0.2552,0
2022/6/6,352,gloom,58478,4548,0,2,14,35,35,13,1,5.42E-06,542,TRUE,0.990301747,0.2346,0
2022/6/5,351,depth,56738,4329,0,6,28,39,20,6,1,3.55E-05,533,FALSE,1.241509417,0.34034,0
2022/6/4,350,froth,58263,4432,0,5,22,35,25,11,1,8.51E-07,547,FALSE,1.205672378,0.30872,0
2022/6/3,349,peach,65431,4957,1,13,38,32,13,3,0,3.41E-06,513,FALSE,1.172906327,0.31674,0
2022/6/2,348,showy,61278,4770,0,2,16,37,30,13,2,7.53E-07,570,FALSE,1.017719571,0.24262,0
2022/6/1,347,creak,63241,4797,0,5,21,32,25,14,3,1.39E-06,518,FALSE,1.114414117,0.3041,0
2022/5/31,346,manor,62768,4802,0,6,27,34,21,10,2,4.90E-06,541,FALSE,1.210642569,0.30816,0
2022/5/30,345,atoll,60969,4741,0,6,28,36,21,8,1,5.15E-07,540,TRUE,1.262488049,0.3278,0
2022/5/29,344,bayou,56839,4435,0,6,17,33,29,13,2,8.81E-07,544,FALSE,0.920759452,0.21898,0
2022/5/28,343,crept,60069,4562,0,4,27,38,22,7,1,7.83E-06,542,FALSE,1.18874669,0.32456,0
2022/5/27,342,tiara,63846,4842,0,8,36,33,17,6,1,6.19E-07,529,TRUE,1.415041025,0.38343,0
2022/5/26,341,asset,63188,4733,0,7,28,34,21,8,1,2.15E-05,544,TRUE,1.490995206,0.42579,0
2022/5/25,340,vouch,62723,4835,0,2,9,25,33,24,6,6.86E-07,549,FALSE,0.878343241,0.20119,0
2022/5/24,339,album,63380,4809,0,5,26,35,24,9,1,8.15E-06,529,FALSE,0.844473423,0.18848,0
2022/5/23,338,hinge,66431,4906,0,5,25,37,22,9,2,2.07E-06,523,FALSE,1.267832027,0.34526,0
2022/5/22,337,money,67909,4928,1,7,26,36,21,8,1,0.000181377,552,FALSE,1.162194504,0.31338,0
2022/5/21,336,scrap,66814,4973,1,9,28,34,20,8,1,4.42E-06,537,FALSE,1.043957335,0.25192,0
2022/5/20,335,gamer,69884,5238,1,4,17,28,26,18,6,4.40E-07,524,FALSE,1.159357498,0.31277,0
2022/5/19,334,glass,70920,5162,0,4,19,33,27,14,3,7.88E-05,538,TRUE,1.099143982,0.26861,0
2022/5/18,333,scour,73933,5544,0,8,34,35,17,5,1,8.94E-07,556,FALSE,1.062225793,0.25361,0
2022/5/17,332,being,70722,5142,0,4,22,37,26,10,1,0.000604174,517,FALSE,1.112363548,0.29924,0
2022/5/16,331,delve,68349,5179,0,2,14,32,33,16,2,1.44E-06,528,TRUE,1.201828985,0.3466,0
2022/5/15,330,yield,67115,4963,0,4,16,29,29,18,4,2.82E-05,535,FALSE,1.137938235,0.2992,0
2022/5/14,329,metal,73225,5290,1,10,31,34,18,7,1,5.20E-05,531,FALSE,1.302999901,0.36356,0
2022/5/13,328,tipsy,77585,5522,0,6,33,38,17,5,1,7.88E-07,569,FALSE,1.055149374,0.26252,0
2022/5/12,327,slung,75673,5419,0,2,16,37,31,13,2,2.89E-06,553,FALSE,0.95737398,0.21874,0
